"","res_name_group"
"8888","CD"
"8889","NA"
"8890","MN"
"8891","BEN_BAM"
"8892","K"
"8893","NAG_NDG_A2G_NGA_MAG"
"8894","FMN_RBF"
"8895","MLI_MLA_IVA_ASJ"
"8896","NA"
"8897","NAD_NAP"
"8898","CA"
"8899","ZN"
"8900","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"8901","HEM"
"8902","ZN"
"8903","CA"
"8904","FE"
"8905","NA"
"8906","ZN"
"8907","NA"
"8908","CCC"
"8909","HEC_COH"
"8910","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"8911","MG"
"8912","FAD_FDA"
"8913","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"8914","SEP"
"8915","TPO"
"8916","PE4_2PE_PE8_PE5_SQU"
"8917","CL"
"8918","MES"
"8919","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"8920","FE"
"8921","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"8922","TRS"
"8923","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"8924","CA"
"8925","CL"
"8926","SAH"
"8927","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"8928","NA"
"8929","EPE"
"8930","K"
"8931","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"8932","NAD_NAP"
"8933","ZN"
"8934","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"8935","NAD_NAP"
"8936","HEM"
"8937","CA"
"8938","LMT_DMU_MA4_UMQ_LMU_CM5"
"8939","BR"
"8940","ZN"
"8941","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"8942","HED_HEZ_OCT_PG0_ACA"
"8943","CL"
"8944","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"8945","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"8946","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"8947","CO"
"8948","HG"
"8949","MG"
"8950","BCL_BPH_BPB_PHO"
"8951","BCL_BPH_BPB_PHO"
"8952","U10_PL9_UQ"
"8953","MN"
"8954","FE"
"8955","TTP_DCP_CTP_TYD_DUP_UTP_CDP_0KX_D3T_DUD"
"8956","MES"
"8957","GTX"
"8958","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"8959","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"8960","ACE_NH2_FMT_SCN_EOH_AZI_NO2_FEO_IUM_CO2_CCN_EMC_C2O_N2O"
"8961","ZN"
"8962","MG"
"8963","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"8964","HEM"
"8965","H4B_HBI"
"8966","ZN"
"8967","PLP_PMP_PLR"
"8968","EPE"
"8969","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"8970","ZN"
"8971","MG"
"8972","TRS"
"8973","HEM"
"8974","FAD_FDA"
"8975","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"8976","ACE_NH2_FMT_SCN_EOH_AZI_NO2_FEO_IUM_CO2_CCN_EMC_C2O_N2O"
"8977","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"8978","CME"
"8979","BRU"
"8980","ZN"
"8981","HEM"
"8982","H4B_HBI"
"8983","ZN"
"8984","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"8985","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"8986","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"8987","CA"
"8988","CL"
"8989","K"
"8990","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"8991","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"8992","C8E_OLC_P33_7PE_P4C_ACD"
"8993","TRS"
"8994","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"8995","PT"
"8996","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"8997","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"8998","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"8999","COA_ACO_CAA"
"9000","ALY"
"9001","HG"
"9002","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9003","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9004","PEG_DEP"
"9005","EDO_BME_ETA"
"9006","ZN"
"9007","SNC"
"9008","U5P_C5P_TMP_UMP_UP6_2YR"
"9009","UDP"
"9010","BOG_BNG_BHG_HTG"
"9011","EDO_BME_ETA"
"9012","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"9013","NI"
"9014","CA"
"9015","NI"
"9016","CD"
"9017","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9018","FE2"
"9019","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9020","6OG"
"9021","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9022","SUC"
"9023","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"9024","MG"
"9025","NAD_NAP"
"9026","FAD_FDA"
"9027","SF4_F3S"
"9028","SF4_F3S"
"9029","HEM"
"9030","FES"
"9031","NA"
"9032","LMT_DMU_MA4_UMQ_LMU_CM5"
"9033","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"9034","MG"
"9035","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9036","SF4_F3S"
"9037","ZN"
"9038","TRS"
"9039","UDP"
"9040","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9041","PGE_SPD_F09_D10"
"9042","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9043","HEM"
"9044","TRS"
"9045","NA"
"9046","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9047","GDP"
"9048","FMN_RBF"
"9049","MG"
"9050","1PE_P6G_PLM_OLA_1PG_PG6_SPH_STE_PAM"
"9051","ZN"
"9052","CA"
"9053","HEM"
"9054","CA"
"9055","ZN"
"9056","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"9057","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"9058","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9059","U5P_C5P_TMP_UMP_UP6_2YR"
"9060","PRP_GPP"
"9061","ZN"
"9062","NAD_NAP"
"9063","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9064","NA"
"9065","CA"
"9066","EDO_BME_ETA"
"9067","EDO_BME_ETA"
"9068","FE"
"9069","TRS"
"9070","HEM"
"9071","CIT_FLC_NCD"
"9072","CSD"
"9073","CME"
"9074","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9075","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9076","HEM"
"9077","NAG_NDG_A2G_NGA_MAG"
"9078","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"9079","PCA"
"9080","CA"
"9081","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9082","BEN_BAM"
"9083","CL"
"9084","CL"
"9085","PEG_DEP"
"9086","CL"
"9087","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"9088","PLP_PMP_PLR"
"9089","K"
"9090","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"9091","SEP"
"9092","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"9093","ZN"
"9094","MES"
"9095","KAI"
"9096","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9097","CL"
"9098","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"9099","SAM_SFG"
"9100","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9101","FE"
"9102","MN"
"9103","EDO_BME_ETA"
"9104","UDP"
"9105","HG"
"9106","ZN"
"9107","CA"
"9108","MPD_MRD_POP_PPV_DPO_CP_BET_BOC"
"9109","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"9110","NAG_NDG_A2G_NGA_MAG"
"9111","LMT_DMU_MA4_UMQ_LMU_CM5"
"9112","CL"
"9113","SAH"
"9114","1PE_P6G_PLM_OLA_1PG_PG6_SPH_STE_PAM"
"9115","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"9116","ZN"
"9117","NAG_NDG_A2G_NGA_MAG"
"9118","CL"
"9119","ZN"
"9120","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9121","EDO_BME_ETA"
"9122","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"9123","CL"
"9124","PEG_DEP"
"9125","1PE_P6G_PLM_OLA_1PG_PG6_SPH_STE_PAM"
"9126","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9127","MG"
"9128","EPE"
"9129","ZN"
"9130","CL"
"9131","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9132","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"9133","ZN"
"9134","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"9135","ZN"
"9136","C2E"
"9137","CA"
"9138","PLP_PMP_PLR"
"9139","CIT_FLC_NCD"
"9140","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9141","HEM"
"9142","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9143","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"9144","HEM"
"9145","AMP_5GP_CMP_IMP_PCG_XMP"
"9146","CA"
"9147","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9148","CA"
"9149","NAG_NDG_A2G_NGA_MAG"
"9150","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9151","PLP_PMP_PLR"
"9152","NA"
"9153","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"9154","NAG_NDG_A2G_NGA_MAG"
"9155","GDP"
"9156","NAG_NDG_A2G_NGA_MAG"
"9157","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9158","NI"
"9159","NAG_NDG_A2G_NGA_MAG"
"9160","CU"
"9161","EDO_BME_ETA"
"9162","ZN"
"9163","ZN"
"9164","MG"
"9165","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9166","CSS"
"9167","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"9168","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9169","EDO_BME_ETA"
"9170","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"9171","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9172","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9173","MES"
"9174","MPD_MRD_POP_PPV_DPO_CP_BET_BOC"
"9175","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9176","ZN"
"9177","NI"
"9178","CA"
"9179","HEM"
"9180","BTN"
"9181","ZN"
"9182","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9183","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"9184","COA_ACO_CAA"
"9185","ALY"
"9186","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9187","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9188","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"9189","EDO_BME_ETA"
"9190","MG"
"9191","TPP_TDP_TZD"
"9192","CA"
"9193","MPD_MRD_POP_PPV_DPO_CP_BET_BOC"
"9194","A3P"
"9195","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9196","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"9197","ZN"
"9198","NAG_NDG_A2G_NGA_MAG"
"9199","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"9200","CA"
"9201","EDO_BME_ETA"
"9202","NA"
"9203","GDP"
"9204","MN"
"9205","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"9206","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9207","HEM"
"9208","NAG_NDG_A2G_NGA_MAG"
"9209","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"9210","ACE_NH2_FMT_SCN_EOH_AZI_NO2_FEO_IUM_CO2_CCN_EMC_C2O_N2O"
"9211","MN"
"9212","K"
"9213","NAD_NAP"
"9214","CL"
"9215","IOD"
"9216","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"9217","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9218","MG"
"9219","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"9220","EDO_BME_ETA"
"9221","HEC_COH"
"9222","NI"
"9223","CU"
"9224","FAD_FDA"
"9225","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9226","NA"
"9227","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"9228","DTT_DTU_DTV"
"9229","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9230","HEM"
"9231","SNC"
"9232","ZN"
"9233","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"9234","AMP_5GP_CMP_IMP_PCG_XMP"
"9235","CL"
"9236","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"9237","AMP_5GP_CMP_IMP_PCG_XMP"
"9238","2NC"
"9239","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"9240","AMP_5GP_CMP_IMP_PCG_XMP"
"9241","ZN"
"9242","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9243","ZN"
"9244","FAD_FDA"
"9245","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"9246","MG"
"9247","CSD"
"9248","UDP"
"9249","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"9250","CA"
"9251","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9252","HEM"
"9253","K"
"9254","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9255","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"9256","SAH"
"9257","PGE_SPD_F09_D10"
"9258","EDO_BME_ETA"
"9259","MG"
"9260","EDO_BME_ETA"
"9261","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"9262","HEM"
"9263","PLP_PMP_PLR"
"9264","ZN"
"9265","1PE_P6G_PLM_OLA_1PG_PG6_SPH_STE_PAM"
"9266","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9267","MG"
"9268","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"9269","BR"
"9270","BEZ_PHB_MBO_SAL_NCA_NPO_NIO_DHB"
"9271","NAG_NDG_A2G_NGA_MAG"
"9272","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"9273","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"9274","CME"
"9275","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9276","HG"
"9277","ZN"
"9278","HEM"
"9279","H4B_HBI"
"9280","ZN"
"9281","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9282","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"9283","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"9284","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9285","PEG_DEP"
"9286","NAG_NDG_A2G_NGA_MAG"
"9287","ZN"
"9288","EPE"
"9289","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9290","NA"
"9291","CIT_FLC_NCD"
"9292","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"9293","K"
"9294","ACE_NH2_FMT_SCN_EOH_AZI_NO2_FEO_IUM_CO2_CCN_EMC_C2O_N2O"
"9295","MG"
"9296","PLP_PMP_PLR"
"9297","NA"
"9298","NI"
"9299","SAH"
"9300","MG"
"9301","CA"
"9302","NAG_NDG_A2G_NGA_MAG"
"9303","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9304","PCA"
"9305","MG"
"9306","ZN"
"9307","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9308","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"9309","ZN"
"9310","NA"
"9311","CIT_FLC_NCD"
"9312","CA"
"9313","CD"
"9314","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9315","MN"
"9316","ADN_MTA_GMP_5AD"
"9317","ZN"
"9318","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9319","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"9320","MAL_LAT_CBI_LBT"
"9321","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"9322","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"9323","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"9324","CA"
"9325","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"9326","ZN"
"9327","CA"
"9328","CU"
"9329","ZN"
"9330","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9331","NAG_NDG_A2G_NGA_MAG"
"9332","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"9333","YCM"
"9334","CA"
"9335","HEM"
"9336","NA"
"9337","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"9338","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9339","ZN"
"9340","EPE"
"9341","MG"
"9342","MG"
"9343","HEM"
"9344","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"9345","FAD_FDA"
"9346","NAD_NAP"
"9347","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"9348","MLY"
"9349","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"9350","PEG_DEP"
"9351","CU"
"9352","CA"
"9353","CIT_FLC_NCD"
"9354","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"9355","CL"
"9356","CL"
"9357","EDO_BME_ETA"
"9358","ZN"
"9359","K"
"9360","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9361","CA"
"9362","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9363","GDP"
"9364","ZN"
"9365","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9366","MG"
"9367","CME"
"9368","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9369","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"9370","CA"
"9371","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9372","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9373","NAG_NDG_A2G_NGA_MAG"
"9374","NA"
"9375","CL"
"9376","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"9377","FOL_MTX_CB3"
"9378","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"9379","CA"
"9380","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"9381","CL"
"9382","CIT_FLC_NCD"
"9383","EDO_BME_ETA"
"9384","ZN"
"9385","NAD_NAP"
"9386","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9387","CA"
"9388","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"9389","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9390","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"9391","SAH"
"9392","EDO_BME_ETA"
"9393","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9394","HEC_COH"
"9395","CA"
"9396","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"9397","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"9398","HIC"
"9399","CA"
"9400","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"9401","COA_ACO_CAA"
"9402","C2E"
"9403","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"9404","PCA"
"9405","PG4_SPM_DAO_D12_PG5"
"9406","NAG_NDG_A2G_NGA_MAG"
"9407","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"9408","TRS"
"9409","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"9410","ZN"
"9411","NA"
"9412","CA"
"9413","CL"
"9414","TRS"
"9415","MES"
"9416","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9417","EDO_BME_ETA"
"9418","PGE_SPD_F09_D10"
"9419","PEG_DEP"
"9420","MG"
"9421","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"9422","EDO_BME_ETA"
"9423","SAH"
"9424","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"9425","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"9426","NA"
"9427","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"9428","IOD"
"9429","MPD_MRD_POP_PPV_DPO_CP_BET_BOC"
"9430","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"9431","ZN"
"9432","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9433","MES"
"9434","CL"
"9435","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9436","NAD_NAP"
"9437","ZN"
"9438","3DR"
"9439","ZN"
"9440","NAG_NDG_A2G_NGA_MAG"
"9441","CA"
"9442","ZN"
"9443","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9444","MPD_MRD_POP_PPV_DPO_CP_BET_BOC"
"9445","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9446","1PE_P6G_PLM_OLA_1PG_PG6_SPH_STE_PAM"
"9447","MG"
"9448","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"9449","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"9450","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"9451","FMN_RBF"
"9452","HEM"
"9453","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
